Week Ending Date,State,State Abbreviation,Median Number,Lower Bound,Upper Bound,Outcome,MMWR Year,MMWR Week,Rolling 4-Week Mean,Rolling 4-Week Lower,Rolling 4-Week Upper,AnalysisDate
03/06/2021,Vermont,VT,,,,Drug Overdose,2021,9,,,,2022-02-04
03/13/2021,Vermont,VT,,,,Drug Overdose,2021,10,,,,2022-02-04
03/20/2021,Vermont,VT,,,,Drug Overdose,2021,11,,,,2022-02-04
03/27/2021,Vermont,VT,,,,Drug Overdose,2021,12,,,,2022-02-04
04/03/2021,Vermont,VT,,,,Drug Overdose,2021,13,,,,2022-02-04
04/10/2021,Vermont,VT,,,,Drug Overdose,2021,14,,,,2022-02-04
04/17/2021,Vermont,VT,,,,Drug Overdose,2021,15,,,,2022-02-04
04/24/2021,Vermont,VT,,,,Drug Overdose,2021,16,,,,2022-02-04
05/01/2021,Vermont,VT,,,,Drug Overdose,2021,17,,,,2022-02-04
05/08/2021,Vermont,VT,,,,Drug Overdose,2021,18,,,,2022-02-04
05/15/2021,Vermont,VT,,,,Drug Overdose,2021,19,,,,2022-02-04
05/22/2021,Vermont,VT,,,,Drug Overdose,2021,20,,,,2022-02-04
05/29/2021,Vermont,VT,,,,Drug Overdose,2021,21,,,,2022-02-04
06/05/2021,Vermont,VT,,,,Drug Overdose,2021,22,,,,2022-02-04
06/12/2021,Vermont,VT,,,,Drug Overdose,2021,23,,,,2022-02-04
06/19/2021,Vermont,VT,,,,Drug Overdose,2021,24,,,,2022-02-04
06/26/2021,Vermont,VT,,,,Drug Overdose,2021,25,,,,2022-02-04
07/03/2021,Vermont,VT,,,10.29,Drug Overdose,2021,26,,,,2022-02-04
07/10/2021,Vermont,VT,,,,Drug Overdose,2021,27,,,,2022-02-04
07/17/2021,Vermont,VT,,,,Drug Overdose,2021,28,,,,2022-02-04
07/24/2021,Vermont,VT,,,,Drug Overdose,2021,29,,,,2022-02-04
07/31/2021,Vermont,VT,,,,Drug Overdose,2021,30,,,,2022-02-04
08/07/2021,Vermont,VT,,,,Drug Overdose,2021,31,,,,2022-02-04
08/14/2021,Vermont,VT,,,,Drug Overdose,2021,32,,,,2022-02-04
08/21/2021,Vermont,VT,,,,Drug Overdose,2021,33,,,,2022-02-04
08/28/2021,Vermont,VT,,,,Drug Overdose,2021,34,,,,2022-02-04
09/04/2021,Vermont,VT,,,,Drug Overdose,2021,35,,,,2022-02-04
09/11/2021,Vermont,VT,,,,Drug Overdose,2021,36,,,,2022-02-04
09/18/2021,Vermont,VT,,,,Drug Overdose,2021,37,,,,2022-02-04
09/25/2021,Vermont,VT,,,,Drug Overdose,2021,38,,,,2022-02-04
10/02/2021,Vermont,VT,,,,Drug Overdose,2021,39,,,,2022-02-04
10/09/2021,Vermont,VT,,,,Drug Overdose,2021,40,,,,2022-02-04
10/16/2021,Vermont,VT,,,,Drug Overdose,2021,41,,,,2022-02-04
10/23/2021,Vermont,VT,,,,Drug Overdose,2021,42,,,,2022-02-04
10/30/2021,Vermont,VT,,,,Drug Overdose,2021,43,,,,2022-02-04
01/02/2016,Vermont,VT,,,,Suicide,2015,52,,,,2022-02-04
01/09/2016,Vermont,VT,,,,Suicide,2016,1,,,,2022-02-04
01/16/2016,Vermont,VT,,,,Suicide,2016,2,,,,2022-02-04
01/23/2016,Vermont,VT,,,,Suicide,2016,3,,,,2022-02-04
01/30/2016,Vermont,VT,,,,Suicide,2016,4,,,,2022-02-04
02/06/2016,Vermont,VT,,,,Suicide,2016,5,,,,2022-02-04
02/13/2016,Vermont,VT,,,,Suicide,2016,6,,,,2022-02-04
02/20/2016,Vermont,VT,,,,Suicide,2016,7,,,,2022-02-04
02/27/2016,Vermont,VT,,,,Suicide,2016,8,,,,2022-02-04
03/05/2016,Vermont,VT,,,,Suicide,2016,9,,,,2022-02-04
03/12/2016,Vermont,VT,,,,Suicide,2016,10,,,,2022-02-04
03/19/2016,Vermont,VT,,,,Suicide,2016,11,,,,2022-02-04
03/26/2016,Vermont,VT,,,,Suicide,2016,12,,,,2022-02-04
04/02/2016,Vermont,VT,,,,Suicide,2016,13,,,,2022-02-04
04/09/2016,Vermont,VT,,,,Suicide,2016,14,,,,2022-02-04
04/16/2016,Vermont,VT,,,,Suicide,2016,15,,,,2022-02-04
04/23/2016,Vermont,VT,,,,Suicide,2016,16,,,,2022-02-04
04/30/2016,Vermont,VT,,,,Suicide,2016,17,,,,2022-02-04
05/07/2016,Vermont,VT,,,,Suicide,2016,18,,,,2022-02-04
05/14/2016,Vermont,VT,,,,Suicide,2016,19,,,,2022-02-04
05/21/2016,Vermont,VT,,,,Suicide,2016,20,,,,2022-02-04
05/28/2016,Vermont,VT,,,,Suicide,2016,21,,,,2022-02-04
06/04/2016,Vermont,VT,,,,Suicide,2016,22,,,,2022-02-04
06/11/2016,Vermont,VT,,,,Suicide,2016,23,,,,2022-02-04
06/18/2016,Vermont,VT,,,,Suicide,2016,24,,,,2022-02-04
06/25/2016,Vermont,VT,,,,Suicide,2016,25,,,,2022-02-04
07/02/2016,Vermont,VT,,,,Suicide,2016,26,,,,2022-02-04
07/09/2016,Vermont,VT,,,,Suicide,2016,27,,,,2022-02-04
07/16/2016,Vermont,VT,,,,Suicide,2016,28,,,,2022-02-04
07/23/2016,Vermont,VT,,,,Suicide,2016,29,,,,2022-02-04
07/30/2016,Vermont,VT,,,,Suicide,2016,30,,,,2022-02-04
08/06/2016,Vermont,VT,,,,Suicide,2016,31,,,,2022-02-04
08/13/2016,Vermont,VT,,,,Suicide,2016,32,,,,2022-02-04
08/20/2016,Vermont,VT,,,,Suicide,2016,33,,,,2022-02-04
08/27/2016,Vermont,VT,,,,Suicide,2016,34,,,,2022-02-04
09/03/2016,Vermont,VT,,,,Suicide,2016,35,,,,2022-02-04
09/10/2016,Vermont,VT,,,,Suicide,2016,36,,,,2022-02-04
09/17/2016,Vermont,VT,,,,Suicide,2016,37,,,,2022-02-04
09/24/2016,Vermont,VT,,,,Suicide,2016,38,,,,2022-02-04
10/01/2016,Vermont,VT,,,,Suicide,2016,39,,,,2022-02-04
10/08/2016,Vermont,VT,,,,Suicide,2016,40,,,,2022-02-04
10/15/2016,Vermont,VT,,,,Suicide,2016,41,,,,2022-02-04
10/22/2016,Vermont,VT,,,,Suicide,2016,42,,,,2022-02-04
10/29/2016,Vermont,VT,,,,Suicide,2016,43,,,,2022-02-04
11/05/2016,Vermont,VT,,,,Suicide,2016,44,,,,2022-02-04
11/12/2016,Vermont,VT,,,,Suicide,2016,45,,,,2022-02-04
11/19/2016,Vermont,VT,,,,Suicide,2016,46,,,,2022-02-04
11/26/2016,Vermont,VT,,,,Suicide,2016,47,,,,2022-02-04
12/03/2016,Vermont,VT,,,,Suicide,2016,48,,,,2022-02-04
12/10/2016,Vermont,VT,,,,Suicide,2016,49,,,,2022-02-04
12/17/2016,Vermont,VT,,,,Suicide,2016,50,,,,2022-02-04
12/24/2016,Vermont,VT,,,,Suicide,2016,51,,,,2022-02-04
12/31/2016,Vermont,VT,,,,Suicide,2016,52,,,,2022-02-04
01/07/2017,Vermont,VT,,,,Suicide,2017,1,,,,2022-02-04
01/14/2017,Vermont,VT,,,,Suicide,2017,2,,,,2022-02-04
01/21/2017,Vermont,VT,,,,Suicide,2017,3,,,,2022-02-04
01/28/2017,Vermont,VT,,,,Suicide,2017,4,,,,2022-02-04
02/04/2017,Vermont,VT,,,,Suicide,2017,5,,,,2022-02-04
02/11/2017,Vermont,VT,,,,Suicide,2017,6,,,,2022-02-04
02/18/2017,Vermont,VT,,,,Suicide,2017,7,,,,2022-02-04
02/25/2017,Vermont,VT,,,,Suicide,2017,8,,,,2022-02-04
03/04/2017,Vermont,VT,,,,Suicide,2017,9,,,,2022-02-04
03/11/2017,Vermont,VT,,,,Suicide,2017,10,,,,2022-02-04
03/18/2017,Vermont,VT,,,,Suicide,2017,11,,,,2022-02-04
03/25/2017,Vermont,VT,,,,Suicide,2017,12,,,,2022-02-04
04/01/2017,Vermont,VT,,,,Suicide,2017,13,,,,2022-02-04
04/08/2017,Vermont,VT,,,,Suicide,2017,14,,,,2022-02-04
04/15/2017,Vermont,VT,,,,Suicide,2017,15,,,,2022-02-04
04/22/2017,Vermont,VT,,,,Suicide,2017,16,,,,2022-02-04
04/29/2017,Vermont,VT,,,,Suicide,2017,17,,,,2022-02-04
05/06/2017,Vermont,VT,,,,Suicide,2017,18,,,,2022-02-04
05/13/2017,Vermont,VT,,,,Suicide,2017,19,,,,2022-02-04
05/20/2017,Vermont,VT,,,,Suicide,2017,20,,,,2022-02-04
05/27/2017,Vermont,VT,,,,Suicide,2017,21,,,,2022-02-04
06/03/2017,Vermont,VT,,,,Suicide,2017,22,,,,2022-02-04
06/10/2017,Vermont,VT,,,,Suicide,2017,23,,,,2022-02-04
06/17/2017,Vermont,VT,,,,Suicide,2017,24,,,,2022-02-04
06/24/2017,Vermont,VT,,,,Suicide,2017,25,,,,2022-02-04
07/01/2017,Vermont,VT,,,,Suicide,2017,26,,,,2022-02-04
07/08/2017,Vermont,VT,,,,Suicide,2017,27,,,,2022-02-04
07/15/2017,Vermont,VT,,,,Suicide,2017,28,,,,2022-02-04
07/22/2017,Vermont,VT,,,,Suicide,2017,29,,,,2022-02-04
07/29/2017,Vermont,VT,,,,Suicide,2017,30,,,,2022-02-04
08/05/2017,Vermont,VT,,,,Suicide,2017,31,,,,2022-02-04
08/12/2017,Vermont,VT,,,,Suicide,2017,32,,,,2022-02-04
08/19/2017,Vermont,VT,,,,Suicide,2017,33,,,,2022-02-04
08/26/2017,Vermont,VT,,,,Suicide,2017,34,,,,2022-02-04
09/02/2017,Vermont,VT,,,,Suicide,2017,35,,,,2022-02-04
09/09/2017,Vermont,VT,,,,Suicide,2017,36,,,,2022-02-04
09/16/2017,Vermont,VT,,,,Suicide,2017,37,,,,2022-02-04
09/23/2017,Vermont,VT,,,,Suicide,2017,38,,,,2022-02-04
09/30/2017,Vermont,VT,,,,Suicide,2017,39,,,,2022-02-04
10/07/2017,Vermont,VT,,,,Suicide,2017,40,,,,2022-02-04
10/14/2017,Vermont,VT,,,,Suicide,2017,41,,,,2022-02-04
10/21/2017,Vermont,VT,,,,Suicide,2017,42,,,,2022-02-04
10/28/2017,Vermont,VT,,,,Suicide,2017,43,,,,2022-02-04
11/04/2017,Vermont,VT,,,,Suicide,2017,44,,,,2022-02-04
11/11/2017,Vermont,VT,,,,Suicide,2017,45,,,,2022-02-04
11/18/2017,Vermont,VT,,,,Suicide,2017,46,,,,2022-02-04
11/25/2017,Vermont,VT,,,,Suicide,2017,47,,,,2022-02-04
12/02/2017,Vermont,VT,,,,Suicide,2017,48,,,,2022-02-04
12/09/2017,Vermont,VT,,,,Suicide,2017,49,,,,2022-02-04
12/16/2017,Vermont,VT,,,,Suicide,2017,50,,,,2022-02-04
12/23/2017,Vermont,VT,,,,Suicide,2017,51,,,,2022-02-04
12/30/2017,Vermont,VT,,,,Suicide,2017,52,,,,2022-02-04
01/06/2018,Vermont,VT,,,,Suicide,2018,1,,,,2022-02-04
01/13/2018,Vermont,VT,,,,Suicide,2018,2,,,,2022-02-04
01/20/2018,Vermont,VT,,,,Suicide,2018,3,,,,2022-02-04
01/27/2018,Vermont,VT,,,,Suicide,2018,4,,,,2022-02-04
02/03/2018,Vermont,VT,,,,Suicide,2018,5,,,,2022-02-04
02/10/2018,Vermont,VT,,,,Suicide,2018,6,,,,2022-02-04
02/17/2018,Vermont,VT,,,,Suicide,2018,7,,,,2022-02-04
02/24/2018,Vermont,VT,,,,Suicide,2018,8,,,,2022-02-04
03/03/2018,Vermont,VT,,,,Suicide,2018,9,,,,2022-02-04
03/10/2018,Vermont,VT,,,,Suicide,2018,10,,,,2022-02-04
03/17/2018,Vermont,VT,,,,Suicide,2018,11,,,,2022-02-04
03/24/2018,Vermont,VT,,,,Suicide,2018,12,,,,2022-02-04
03/31/2018,Vermont,VT,,,,Suicide,2018,13,,,,2022-02-04
04/07/2018,Vermont,VT,,,,Suicide,2018,14,,,,2022-02-04
04/14/2018,Vermont,VT,,,,Suicide,2018,15,,,,2022-02-04
04/21/2018,Vermont,VT,,,,Suicide,2018,16,,,,2022-02-04
04/28/2018,Vermont,VT,,,,Suicide,2018,17,,,,2022-02-04
05/05/2018,Vermont,VT,,,,Suicide,2018,18,,,,2022-02-04
05/12/2018,Vermont,VT,,,,Suicide,2018,19,,,,2022-02-04
05/19/2018,Vermont,VT,,,,Suicide,2018,20,,,,2022-02-04
05/26/2018,Vermont,VT,,,,Suicide,2018,21,,,,2022-02-04
06/02/2018,Vermont,VT,,,,Suicide,2018,22,,,,2022-02-04
06/09/2018,Vermont,VT,,,,Suicide,2018,23,,,,2022-02-04
06/16/2018,Vermont,VT,,,,Suicide,2018,24,,,,2022-02-04
06/23/2018,Vermont,VT,,,,Suicide,2018,25,,,,2022-02-04
06/30/2018,Vermont,VT,,,,Suicide,2018,26,,,,2022-02-04
07/07/2018,Vermont,VT,,,,Suicide,2018,27,,,,2022-02-04
07/14/2018,Vermont,VT,,,,Suicide,2018,28,,,,2022-02-04
07/21/2018,Vermont,VT,,,,Suicide,2018,29,,,,2022-02-04
07/28/2018,Vermont,VT,,,,Suicide,2018,30,,,,2022-02-04
08/04/2018,Vermont,VT,,,,Suicide,2018,31,,,,2022-02-04
08/11/2018,Vermont,VT,,,,Suicide,2018,32,,,,2022-02-04
08/18/2018,Vermont,VT,,,,Suicide,2018,33,,,,2022-02-04
08/25/2018,Vermont,VT,,,,Suicide,2018,34,,,,2022-02-04
09/01/2018,Vermont,VT,,,,Suicide,2018,35,,,,2022-02-04
09/08/2018,Vermont,VT,,,,Suicide,2018,36,,,,2022-02-04
09/15/2018,Vermont,VT,,,,Suicide,2018,37,,,,2022-02-04
09/22/2018,Vermont,VT,,,,Suicide,2018,38,,,,2022-02-04
09/29/2018,Vermont,VT,,,,Suicide,2018,39,,,,2022-02-04
10/06/2018,Vermont,VT,,,,Suicide,2018,40,,,,2022-02-04
10/13/2018,Vermont,VT,,,,Suicide,2018,41,,,,2022-02-04
10/20/2018,Vermont,VT,,,,Suicide,2018,42,,,,2022-02-04
10/27/2018,Vermont,VT,,,,Suicide,2018,43,,,,2022-02-04
11/03/2018,Vermont,VT,,,,Suicide,2018,44,,,,2022-02-04
11/10/2018,Vermont,VT,,,,Suicide,2018,45,,,,2022-02-04
11/17/2018,Vermont,VT,,,,Suicide,2018,46,,,,2022-02-04
11/24/2018,Vermont,VT,,,,Suicide,2018,47,,,,2022-02-04
12/01/2018,Vermont,VT,,,,Suicide,2018,48,,,,2022-02-04
12/08/2018,Vermont,VT,,,,Suicide,2018,49,,,,2022-02-04
12/15/2018,Vermont,VT,,,,Suicide,2018,50,,,,2022-02-04
12/22/2018,Vermont,VT,,,,Suicide,2018,51,,,,2022-02-04
12/29/2018,Vermont,VT,,,,Suicide,2018,52,,,,2022-02-04
01/05/2019,Vermont,VT,,,,Suicide,2019,1,,,,2022-02-04
01/12/2019,Vermont,VT,,,,Suicide,2019,2,,,,2022-02-04
01/19/2019,Vermont,VT,,,,Suicide,2019,3,,,,2022-02-04
01/26/2019,Vermont,VT,,,,Suicide,2019,4,,,,2022-02-04
02/02/2019,Vermont,VT,,,,Suicide,2019,5,,,,2022-02-04
02/09/2019,Vermont,VT,,,,Suicide,2019,6,,,,2022-02-04
02/16/2019,Vermont,VT,,,,Suicide,2019,7,,,,2022-02-04
02/23/2019,Vermont,VT,,,,Suicide,2019,8,,,,2022-02-04
03/02/2019,Vermont,VT,,,,Suicide,2019,9,,,,2022-02-04
03/09/2019,Vermont,VT,,,,Suicide,2019,10,,,,2022-02-04
03/16/2019,Vermont,VT,,,,Suicide,2019,11,,,,2022-02-04
03/23/2019,Vermont,VT,,,,Suicide,2019,12,,,,2022-02-04
03/30/2019,Vermont,VT,,,,Suicide,2019,13,,,,2022-02-04
04/06/2019,Vermont,VT,,,,Suicide,2019,14,,,,2022-02-04
04/13/2019,Vermont,VT,,,,Suicide,2019,15,,,,2022-02-04
04/20/2019,Vermont,VT,,,,Suicide,2019,16,,,,2022-02-04
04/27/2019,Vermont,VT,,,,Suicide,2019,17,,,,2022-02-04
05/04/2019,Vermont,VT,,,,Suicide,2019,18,,,,2022-02-04
05/11/2019,Vermont,VT,,,,Suicide,2019,19,,,,2022-02-04
05/18/2019,Vermont,VT,,,,Suicide,2019,20,,,,2022-02-04
05/25/2019,Vermont,VT,,,,Suicide,2019,21,,,,2022-02-04
06/01/2019,Vermont,VT,,,,Suicide,2019,22,,,,2022-02-04
06/08/2019,Vermont,VT,,,,Suicide,2019,23,,,,2022-02-04
06/15/2019,Vermont,VT,,,,Suicide,2019,24,,,,2022-02-04
06/22/2019,Vermont,VT,,,,Suicide,2019,25,,,,2022-02-04
06/29/2019,Vermont,VT,,,,Suicide,2019,26,,,,2022-02-04
07/06/2019,Vermont,VT,,,,Suicide,2019,27,,,,2022-02-04
07/13/2019,Vermont,VT,,,,Suicide,2019,28,,,,2022-02-04
07/20/2019,Vermont,VT,,,,Suicide,2019,29,,,,2022-02-04
07/27/2019,Vermont,VT,,,,Suicide,2019,30,,,,2022-02-04
08/03/2019,Vermont,VT,,,,Suicide,2019,31,,,,2022-02-04
08/10/2019,Vermont,VT,,,,Suicide,2019,32,,,,2022-02-04
08/17/2019,Vermont,VT,,,,Suicide,2019,33,,,,2022-02-04
08/24/2019,Vermont,VT,,,,Suicide,2019,34,,,,2022-02-04
08/31/2019,Vermont,VT,,,,Suicide,2019,35,,,,2022-02-04
09/07/2019,Vermont,VT,,,,Suicide,2019,36,,,,2022-02-04
09/14/2019,Vermont,VT,,,,Suicide,2019,37,,,,2022-02-04
09/21/2019,Vermont,VT,,,,Suicide,2019,38,,,,2022-02-04
09/28/2019,Vermont,VT,,,,Suicide,2019,39,,,,2022-02-04
10/05/2019,Vermont,VT,,,,Suicide,2019,40,,,,2022-02-04
10/12/2019,Vermont,VT,,,,Suicide,2019,41,,,,2022-02-04
10/19/2019,Vermont,VT,,,,Suicide,2019,42,,,,2022-02-04
10/26/2019,Vermont,VT,,,,Suicide,2019,43,,,,2022-02-04
11/02/2019,Vermont,VT,,,,Suicide,2019,44,,,,2022-02-04
11/09/2019,Vermont,VT,,,,Suicide,2019,45,,,,2022-02-04
11/16/2019,Vermont,VT,,,,Suicide,2019,46,,,,2022-02-04
11/23/2019,Vermont,VT,,,,Suicide,2019,47,,,,2022-02-04
11/30/2019,Vermont,VT,,,,Suicide,2019,48,,,,2022-02-04
12/07/2019,Vermont,VT,,,,Suicide,2019,49,,,,2022-02-04
12/14/2019,Vermont,VT,,,,Suicide,2019,50,,,,2022-02-04
12/21/2019,Vermont,VT,,,,Suicide,2019,51,,,,2022-02-04
12/28/2019,Vermont,VT,,,,Suicide,2019,52,,,,2022-02-04
01/04/2020,Vermont,VT,,,,Suicide,2020,1,,,,2022-02-04
01/11/2020,Vermont,VT,,,,Suicide,2020,2,,,,2022-02-04
01/18/2020,Vermont,VT,,,,Suicide,2020,3,,,,2022-02-04
01/25/2020,Vermont,VT,,,,Suicide,2020,4,,,,2022-02-04
02/01/2020,Vermont,VT,,,,Suicide,2020,5,,,,2022-02-04
02/08/2020,Vermont,VT,,,,Suicide,2020,6,,,,2022-02-04
02/15/2020,Vermont,VT,,,,Suicide,2020,7,,,,2022-02-04
02/22/2020,Vermont,VT,,,,Suicide,2020,8,,,,2022-02-04
02/29/2020,Vermont,VT,,,,Suicide,2020,9,,,,2022-02-04
03/07/2020,Vermont,VT,,,,Suicide,2020,10,,,,2022-02-04
03/14/2020,Vermont,VT,,,,Suicide,2020,11,,,,2022-02-04
03/21/2020,Vermont,VT,,,,Suicide,2020,12,,,,2022-02-04
03/28/2020,Vermont,VT,,,,Suicide,2020,13,,,,2022-02-04
04/04/2020,Vermont,VT,,,,Suicide,2020,14,,,,2022-02-04
04/11/2020,Vermont,VT,,,,Suicide,2020,15,,,,2022-02-04
04/18/2020,Vermont,VT,,,,Suicide,2020,16,,,,2022-02-04
04/25/2020,Vermont,VT,,,,Suicide,2020,17,,,,2022-02-04
05/02/2020,Vermont,VT,,,,Suicide,2020,18,,,,2022-02-04
05/09/2020,Vermont,VT,,,,Suicide,2020,19,,,,2022-02-04
05/16/2020,Vermont,VT,,,,Suicide,2020,20,,,,2022-02-04
05/23/2020,Vermont,VT,,,,Suicide,2020,21,,,,2022-02-04
05/30/2020,Vermont,VT,,,,Suicide,2020,22,,,,2022-02-04
06/06/2020,Vermont,VT,,,,Suicide,2020,23,,,,2022-02-04
06/13/2020,Vermont,VT,,,,Suicide,2020,24,,,,2022-02-04
06/20/2020,Vermont,VT,,,,Suicide,2020,25,,,,2022-02-04
06/27/2020,Vermont,VT,,,,Suicide,2020,26,,,,2022-02-04
07/04/2020,Vermont,VT,,,,Suicide,2020,27,,,,2022-02-04
07/11/2020,Vermont,VT,,,,Suicide,2020,28,,,,2022-02-04
07/18/2020,Vermont,VT,,,,Suicide,2020,29,,,,2022-02-04
07/25/2020,Vermont,VT,,,,Suicide,2020,30,,,,2022-02-04
08/01/2020,Vermont,VT,,,,Suicide,2020,31,,,,2022-02-04
08/08/2020,Vermont,VT,,,,Suicide,2020,32,,,,2022-02-04
08/15/2020,Vermont,VT,,,,Suicide,2020,33,,,,2022-02-04
08/22/2020,Vermont,VT,,,,Suicide,2020,34,,,,2022-02-04
08/29/2020,Vermont,VT,,,,Suicide,2020,35,,,,2022-02-04
09/05/2020,Vermont,VT,,,,Suicide,2020,36,,,,2022-02-04
09/12/2020,Vermont,VT,,,,Suicide,2020,37,,,,2022-02-04
09/19/2020,Vermont,VT,,,,Suicide,2020,38,,,,2022-02-04
09/26/2020,Vermont,VT,,,,Suicide,2020,39,,,,2022-02-04
10/03/2020,Vermont,VT,,,,Suicide,2020,40,,,,2022-02-04
10/10/2020,Vermont,VT,,,,Suicide,2020,41,,,,2022-02-04
10/17/2020,Vermont,VT,,,,Suicide,2020,42,,,,2022-02-04
10/24/2020,Vermont,VT,,,,Suicide,2020,43,,,,2022-02-04
10/31/2020,Vermont,VT,,,,Suicide,2020,44,,,,2022-02-04
11/07/2020,Vermont,VT,,,,Suicide,2020,45,,,,2022-02-04
11/14/2020,Vermont,VT,,,,Suicide,2020,46,,,,2022-02-04
11/21/2020,Vermont,VT,,,,Suicide,2020,47,,,,2022-02-04
11/28/2020,Vermont,VT,,,,Suicide,2020,48,,,,2022-02-04
12/05/2020,Vermont,VT,,,,Suicide,2020,49,,,,2022-02-04
12/12/2020,Vermont,VT,,,,Suicide,2020,50,,,,2022-02-04
12/19/2020,Vermont,VT,,,,Suicide,2020,51,,,,2022-02-04
12/26/2020,Vermont,VT,,,,Suicide,2020,52,,,,2022-02-04
01/02/2021,Vermont,VT,,,,Suicide,2020,53,,,,2022-02-04
01/09/2021,Vermont,VT,,,,Suicide,2021,1,,,,2022-02-04
01/16/2021,Vermont,VT,,,,Suicide,2021,2,,,,2022-02-04
01/23/2021,Vermont,VT,,,,Suicide,2021,3,,,,2022-02-04
01/30/2021,Vermont,VT,,,,Suicide,2021,4,,,,2022-02-04
02/06/2021,Vermont,VT,,,,Suicide,2021,5,,,,2022-02-04
02/13/2021,Vermont,VT,,,,Suicide,2021,6,,,,2022-02-04
02/20/2021,Vermont,VT,,,,Suicide,2021,7,,,,2022-02-04
02/27/2021,Vermont,VT,,,,Suicide,2021,8,,,,2022-02-04
03/06/2021,Vermont,VT,,,,Suicide,2021,9,,,,2022-02-04
03/13/2021,Vermont,VT,,,,Suicide,2021,10,,,,2022-02-04
03/20/2021,Vermont,VT,,,,Suicide,2021,11,,,,2022-02-04
03/27/2021,Vermont,VT,,,,Suicide,2021,12,,,,2022-02-04
04/03/2021,Vermont,VT,,,,Suicide,2021,13,,,,2022-02-04
04/10/2021,Vermont,VT,,,,Suicide,2021,14,,,,2022-02-04
04/17/2021,Vermont,VT,,,,Suicide,2021,15,,,,2022-02-04
04/24/2021,Vermont,VT,,,,Suicide,2021,16,,,,2022-02-04
05/01/2021,Vermont,VT,,,,Suicide,2021,17,,,,2022-02-04
05/08/2021,Vermont,VT,,,,Suicide,2021,18,,,,2022-02-04
05/15/2021,Vermont,VT,,,,Suicide,2021,19,,,,2022-02-04
05/22/2021,Vermont,VT,,,,Suicide,2021,20,,,,2022-02-04
05/29/2021,Vermont,VT,,,,Suicide,2021,21,,,,2022-02-04
06/05/2021,Vermont,VT,,,,Suicide,2021,22,,,,2022-02-04
06/12/2021,Vermont,VT,,,,Suicide,2021,23,,,,2022-02-04
06/19/2021,Vermont,VT,,,,Suicide,2021,24,,,,2022-02-04
06/26/2021,Vermont,VT,,,,Suicide,2021,25,,,,2022-02-04
07/03/2021,Vermont,VT,,,,Suicide,2021,26,,,,2022-02-04
07/10/2021,Vermont,VT,,,,Suicide,2021,27,,,,2022-02-04
07/17/2021,Vermont,VT,,,,Suicide,2021,28,,,,2022-02-04
07/24/2021,Vermont,VT,,,,Suicide,2021,29,,,,2022-02-04
07/31/2021,Vermont,VT,,,,Suicide,2021,30,,,,2022-02-04
08/07/2021,Vermont,VT,,,,Suicide,2021,31,,,,2022-02-04
08/14/2021,Vermont,VT,,,,Suicide,2021,32,,,,2022-02-04
08/21/2021,Vermont,VT,,,,Suicide,2021,33,,,,2022-02-04
08/28/2021,Vermont,VT,,,,Suicide,2021,34,,,,2022-02-04
09/04/2021,Vermont,VT,,,,Suicide,2021,35,,,,2022-02-04
09/11/2021,Vermont,VT,,,,Suicide,2021,36,,,,2022-02-04
09/18/2021,Vermont,VT,,,,Suicide,2021,37,,,,2022-02-04
09/25/2021,Vermont,VT,,,,Suicide,2021,38,,,,2022-02-04
10/02/2021,Vermont,VT,,,,Suicide,2021,39,,,,2022-02-04
10/09/2021,Vermont,VT,,,,Suicide,2021,40,,,,2022-02-04
10/16/2021,Vermont,VT,,,,Suicide,2021,41,,,,2022-02-04
10/23/2021,Vermont,VT,,,,Suicide,2021,42,,,,2022-02-04
10/30/2021,Vermont,VT,,,,Suicide,2021,43,,,,2022-02-04
01/02/2016,Vermont,VT,,,,Transportation-related,2015,52,,,,2022-02-04
01/09/2016,Vermont,VT,,,,Transportation-related,2016,1,,,,2022-02-04
01/16/2016,Vermont,VT,,,,Transportation-related,2016,2,,,,2022-02-04
01/23/2016,Vermont,VT,,,,Transportation-related,2016,3,,,,2022-02-04
01/30/2016,Vermont,VT,,,,Transportation-related,2016,4,,,,2022-02-04
02/06/2016,Vermont,VT,,,,Transportation-related,2016,5,,,,2022-02-04
02/13/2016,Vermont,VT,,,,Transportation-related,2016,6,,,,2022-02-04
02/20/2016,Vermont,VT,,,,Transportation-related,2016,7,,,,2022-02-04
02/27/2016,Vermont,VT,,,,Transportation-related,2016,8,,,,2022-02-04
03/05/2016,Vermont,VT,,,,Transportation-related,2016,9,,,,2022-02-04
03/12/2016,Vermont,VT,,,,Transportation-related,2016,10,,,,2022-02-04
03/19/2016,Vermont,VT,,,,Transportation-related,2016,11,,,,2022-02-04
03/26/2016,Vermont,VT,,,,Transportation-related,2016,12,,,,2022-02-04
04/02/2016,Vermont,VT,,,,Transportation-related,2016,13,,,,2022-02-04
04/09/2016,Vermont,VT,,,,Transportation-related,2016,14,,,,2022-02-04
04/16/2016,Vermont,VT,,,,Transportation-related,2016,15,,,,2022-02-04
04/23/2016,Vermont,VT,,,,Transportation-related,2016,16,,,,2022-02-04
04/30/2016,Vermont,VT,,,,Transportation-related,2016,17,,,,2022-02-04
05/07/2016,Vermont,VT,,,,Transportation-related,2016,18,,,,2022-02-04
05/14/2016,Vermont,VT,,,,Transportation-related,2016,19,,,,2022-02-04
05/21/2016,Vermont,VT,,,,Transportation-related,2016,20,,,,2022-02-04
